Age,Employee Count,Employee Id,Gender,Marital Status,Over 18,Over Time,Num Companies Worked,Standard Hours,Department,Business Travel,Job Role,Job Level,Job Involvement,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Training Times Last Year,Daily Rate,Hourly Rate,Monthly Rate,MonthlyIncome,Percent Salary Hike,Stock Option Level,Environment Satisfaction,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Education,Education Field,Attrition,Distance From Home
30,1,1017,Female,Single,Y,No,0,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,4,3,2,1,2,3,109,60,25725,2422,17,0,2,2,1,3,3,3,Medical,Yes,5
26,1,1018,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,4,8,8,7,1,3,2,1066,32,3334,5472,12,0,4,4,2,3,3,2,Medical,No,2
22,1,1019,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,4,4,3,1,1,3,217,94,6881,2451,15,1,2,1,1,2,3,1,Life Sciences,No,8
48,1,1022,Male,Single,Y,No,2,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,19,2,2,2,2,0,277,97,13119,4240,13,0,1,3,4,3,3,3,Life Sciences,No,6
48,1,1024,Male,Single,Y,No,7,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,27,15,11,4,8,3,1355,78,22245,10999,14,0,3,3,2,3,3,4,Life Sciences,No,4
41,1,1025,Female,Single,Y,No,6,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,8,2,2,2,1,6,549,42,23371,5003,14,0,4,3,2,3,3,2,Medical,No,7
39,1,1026,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,4,2,21,21,6,11,8,3,466,65,7060,12742,16,1,4,4,3,3,3,1,Life Sciences,No,1
27,1,1027,Female,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,4,3,2,2,2,2,1055,47,4658,4227,18,1,1,4,2,3,3,4,Life Sciences,No,2
35,1,1028,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,3,3,2,1,2,4,802,45,9541,3917,20,1,2,4,1,2,4,3,Other,No,10
42,1,1029,Male,Married,Y,No,6,80,Sales,Travel_Rarely,Manager,5,3,21,1,0,0,0,3,265,90,7770,18303,13,0,4,3,2,4,3,2,Marketing,No,5
50,1,1030,Male,Married,Y,No,4,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,8,1,0,0,0,5,804,64,20165,2380,18,0,1,4,2,3,3,3,Life Sciences,No,9
59,1,1032,Female,Single,Y,Yes,3,80,Research & Development,Travel_Rarely,Manufacturing Director,4,2,30,5,3,4,3,4,715,69,21829,13726,13,0,3,4,1,3,3,3,Life Sciences,No,2
37,1,1033,Female,Married,Y,No,5,80,Research & Development,Travel_Rarely,Healthcare Representative,2,1,15,1,0,0,0,2,1141,61,14382,4777,15,0,1,2,1,1,3,2,Medical,Yes,11
55,1,1034,Male,Married,Y,Yes,3,80,Research & Development,Travel_Frequently,Healthcare Representative,2,3,17,8,7,6,7,3,135,62,12992,6385,14,2,3,2,4,3,3,4,Medical,No,18
41,1,1035,Female,Divorced,Y,No,1,80,Research & Development,Non-Travel,Research Director,5,1,21,21,16,5,10,3,247,55,20284,19973,22,2,2,3,2,3,4,1,Life Sciences,No,7
38,1,1036,Male,Single,Y,Yes,8,80,Sales,Travel_Rarely,Sales Executive,2,3,19,1,0,0,0,1,1035,42,4981,6861,12,0,2,4,3,3,3,4,Life Sciences,No,3
26,1,1037,Male,Single,Y,No,8,80,Sales,Non-Travel,Sales Executive,2,1,7,2,2,2,2,6,265,79,21813,4969,18,0,2,1,4,3,3,2,Medical,Yes,29
52,1,1038,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Manager,5,1,33,32,14,6,9,3,266,57,25846,19845,15,1,1,4,4,3,3,1,Marketing,Yes,2
44,1,1039,Female,Married,Y,Yes,3,80,Sales,Travel_Rarely,Sales Executive,4,4,23,12,11,11,11,2,1448,53,11737,13320,18,1,4,4,3,3,3,3,Medical,No,28
50,1,1040,Female,Married,Y,No,0,80,Sales,Non-Travel,Sales Executive,2,3,19,18,7,0,13,3,145,95,24920,6347,12,1,4,3,1,3,3,3,Life Sciences,No,1
36,1,1042,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,18,17,13,15,14,1,885,43,8269,2743,16,0,3,1,3,3,3,4,Life Sciences,Yes,16
39,1,1043,Female,Single,Y,Yes,1,80,Research & Development,Travel_Frequently,Manufacturing Director,3,3,21,21,6,2,8,2,945,82,5083,10880,13,0,4,1,3,3,3,3,Medical,No,22
33,1,1044,Female,Single,Y,No,0,80,Sales,Non-Travel,Sales Representative,1,2,3,2,2,2,2,2,1038,88,21437,2342,19,0,2,4,4,2,3,1,Life Sciences,No,8
45,1,1045,Female,Married,Y,No,3,80,Sales,Travel_Rarely,Manager,4,3,26,9,3,1,1,4,1234,90,5404,17650,13,1,4,4,2,4,3,2,Life Sciences,No,11
32,1,1046,Female,Single,Y,No,9,80,Research & Development,Non-Travel,Laboratory Technician,1,3,10,8,7,7,7,2,1109,69,11135,4025,12,0,4,3,2,3,3,4,Medical,No,29
34,1,1047,Male,Divorced,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,4,16,15,1,0,9,2,216,75,12278,9725,11,1,2,4,4,2,3,4,Marketing,No,1
59,1,1048,Male,Married,Y,Yes,3,80,Sales,Travel_Rarely,Manager,3,3,14,6,4,0,4,1,1089,66,11038,11904,14,1,2,4,3,1,3,2,Technical Degree,No,1
45,1,1049,Male,Single,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,3,6,6,3,0,4,3,788,36,8318,2177,16,0,2,2,1,3,3,4,Medical,No,24
53,1,1050,Female,Married,Y,No,2,80,Sales,Travel_Frequently,Sales Executive,3,2,30,15,7,6,12,2,124,38,23537,7525,12,1,3,2,1,3,3,3,Marketing,No,2
36,1,1052,Male,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,9,1,0,0,0,3,660,81,7858,4834,14,1,1,3,2,2,3,3,Other,Yes,15
26,1,1053,Male,Married,Y,Yes,6,80,Research & Development,Travel_Frequently,Research Scientist,1,3,6,3,2,1,2,2,342,57,15346,2042,14,1,1,1,2,3,3,3,Life Sciences,Yes,2
34,1,1055,Female,Married,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,1,1,1,0,0,2,1333,87,18410,2220,19,1,3,3,4,3,3,4,Life Sciences,No,10
28,1,1056,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,1,1,0,0,0,5,1144,74,23384,1052,22,0,4,2,2,3,4,1,Medical,No,10
38,1,1060,Male,Married,Y,No,3,80,Research & Development,Travel_Frequently,Research Scientist,1,3,8,2,2,2,2,2,1186,44,2997,2821,16,1,3,3,1,3,3,4,Other,No,3
50,1,1061,Male,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Research Director,5,3,29,8,1,7,7,2,1464,62,12853,19237,11,1,2,3,4,2,3,4,Medical,No,2
37,1,1062,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,8,4,3,0,1,3,124,35,13848,4107,15,0,4,2,1,2,3,3,Other,No,3
40,1,1066,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,8,7,7,7,5,3,300,74,22217,8396,14,1,3,1,2,2,3,3,Marketing,No,26
26,1,1068,Female,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,1,2,5,5,3,1,3,5,921,66,25265,2007,13,2,1,3,3,3,3,1,Medical,No,1
46,1,1069,Male,Divorced,Y,No,9,80,Research & Development,Travel_Rarely,Research Director,5,3,23,2,2,2,2,0,430,40,21445,19627,17,2,4,4,4,3,3,4,Medical,No,1
54,1,1070,Female,Married,Y,No,6,80,Sales,Travel_Rarely,Sales Executive,3,2,13,9,4,7,0,4,1082,41,8392,10686,11,1,3,3,2,3,3,4,Life Sciences,No,2
56,1,1071,Female,Married,Y,No,2,80,Research & Development,Travel_Frequently,Research Scientist,1,3,18,5,4,0,3,4,1240,63,12154,2942,19,1,1,3,2,3,3,3,Medical,No,9
36,1,1073,Female,Single,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,15,14,8,7,8,2,796,51,15669,8858,11,0,4,4,2,2,3,5,Medical,No,12
55,1,1074,Male,Single,Y,No,7,80,Research & Development,Non-Travel,Manager,4,2,31,9,7,6,2,3,444,40,17323,16756,15,0,3,1,2,4,3,1,Medical,No,2
43,1,1076,Male,Divorced,Y,No,5,80,Sales,Travel_Rarely,Sales Executive,3,2,18,1,0,0,0,5,415,79,5268,10798,13,1,3,4,3,3,3,3,Medical,No,25
20,1,1077,Female,Single,Y,Yes,1,80,Sales,Travel_Frequently,Sales Representative,1,3,2,2,2,0,2,3,769,54,17205,2323,14,0,4,4,2,3,3,3,Marketing,Yes,9
21,1,1079,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,1,1,0,1,0,6,1334,36,17258,1416,13,0,3,1,1,2,3,3,Life Sciences,Yes,10
46,1,1080,Female,Divorced,Y,Yes,8,80,Research & Development,Travel_Rarely,Research Scientist,2,2,19,16,13,1,7,2,1003,74,21029,4615,23,3,4,1,1,3,4,4,Life Sciences,No,8
51,1,1081,Male,Married,Y,Yes,9,80,Research & Development,Travel_Rarely,Research Scientist,1,3,18,10,0,2,7,2,1323,34,10332,2461,12,3,1,3,3,4,3,4,Life Sciences,Yes,4
28,1,1082,Male,Single,Y,No,1,80,Research & Development,Non-Travel,Healthcare Representative,3,2,10,10,7,1,9,2,1366,72,12355,8722,12,0,2,1,1,2,3,2,Technical Degree,Yes,24
26,1,1083,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,6,5,3,1,3,2,192,59,11141,3955,16,2,1,1,1,3,3,2,Medical,No,1
30,1,1084,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,7,6,2,0,2,1,1176,85,9096,9957,15,1,3,1,3,2,3,3,Other,No,20
41,1,1085,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,10,10,6,0,8,3,509,43,18863,3376,13,0,2,3,3,3,3,2,Technical Degree,No,7
38,1,1088,Female,Married,Y,No,0,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,20,19,9,1,9,4,330,65,24608,8823,18,1,3,3,1,2,3,1,Life Sciences,No,17
40,1,1092,Male,Married,Y,No,4,80,Research & Development,Travel_Rarely,Healthcare Representative,3,3,14,11,10,11,1,6,1492,61,26542,10322,20,1,1,4,4,3,4,4,Technical Degree,No,20
27,1,1094,Male,Married,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,1,1,3,3,2,1,2,4,1277,87,5869,4621,19,3,1,3,4,3,3,5,Life Sciences,No,8
55,1,1096,Male,Married,Y,No,3,80,Research & Development,Travel_Frequently,Manufacturing Director,3,3,23,3,2,1,2,4,1091,65,15813,10976,18,1,4,2,2,3,3,1,Life Sciences,No,2
28,1,1097,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,2,3,10,8,7,1,7,4,857,59,7909,3660,13,0,3,3,4,4,3,3,Other,No,10
44,1,1098,Male,Married,Y,No,9,80,Human Resources,Travel_Rarely,Human Resources,3,2,24,20,6,3,6,1,1376,91,2326,10482,14,1,2,1,4,3,3,2,Medical,Yes,1
33,1,1099,Male,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,9,3,2,1,2,2,654,34,21214,7119,15,1,4,4,3,3,3,3,Life Sciences,No,5
35,1,1100,Male,Single,Y,Yes,0,80,Sales,Travel_Rarely,Sales Executive,3,3,9,8,7,4,7,2,1204,86,10333,9582,22,0,4,1,1,3,4,3,Technical Degree,Yes,4
33,1,1101,Female,Single,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,2,2,14,13,7,3,8,4,827,54,3129,4508,22,0,1,3,2,3,4,4,Medical,Yes,29
28,1,1102,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,4,4,2,2,2,5,895,50,22482,2207,16,1,1,3,4,2,3,2,Life Sciences,No,15
34,1,1103,Male,Single,Y,No,0,80,Research & Development,Travel_Frequently,Healthcare Representative,2,3,7,6,2,0,4,1,618,45,22266,7756,17,0,1,4,3,2,3,1,Life Sciences,No,3
37,1,1105,Female,Divorced,Y,Yes,2,80,Sales,Travel_Rarely,Sales Executive,2,2,8,1,0,0,0,5,309,88,24223,6694,14,3,4,4,3,3,3,4,Life Sciences,No,10
25,1,1106,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,7,7,7,5,6,3,1219,32,4605,3691,15,1,4,4,2,4,3,1,Technical Degree,Yes,4
26,1,1107,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,1,0,0,0,1330,37,19373,2377,20,1,1,3,3,2,4,3,Medical,Yes,21
33,1,1108,Male,Single,Y,Yes,4,80,Research & Development,Travel_Rarely,Research Scientist,1,2,5,2,2,2,2,0,1017,55,2993,2313,20,0,1,2,2,3,4,3,Medical,Yes,25
42,1,1109,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manager,4,3,23,22,6,13,7,3,469,35,14399,17665,17,1,4,1,4,3,3,2,Medical,No,2
28,1,1111,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,1,1,0,0,0,2,1009,45,7160,2596,15,2,1,2,1,3,3,3,Medical,Yes,1
50,1,1113,Male,Single,Y,Yes,3,80,Sales,Travel_Frequently,Sales Executive,2,3,5,0,0,0,0,4,959,81,17251,4728,14,0,4,3,4,3,3,4,Other,Yes,1
33,1,1114,Female,Married,Y,No,0,80,Sales,Travel_Frequently,Sales Executive,2,3,4,3,2,0,2,3,970,30,13401,4302,17,1,4,2,3,3,3,3,Life Sciences,No,7
34,1,1115,Male,Married,Y,No,3,80,Research & Development,Non-Travel,Research Scientist,1,2,6,0,0,0,0,2,697,40,22478,2979,17,3,3,4,4,3,3,4,Life Sciences,No,3
48,1,1116,Male,Single,Y,No,2,80,Research & Development,Non-Travel,Manager,4,4,27,5,4,2,1,3,1262,35,16154,16885,22,0,1,4,3,2,4,4,Medical,No,1
45,1,1117,Female,Married,Y,No,1,80,Sales,Non-Travel,Sales Executive,2,2,15,15,10,4,12,2,1050,65,17970,5593,13,1,2,3,4,3,3,4,Life Sciences,No,9
52,1,1118,Male,Single,Y,No,7,80,Research & Development,Travel_Rarely,Healthcare Representative,3,3,18,8,6,4,0,4,994,87,15322,10445,19,0,2,2,4,3,3,4,Life Sciences,No,7
38,1,1119,Male,Divorced,Y,Yes,0,80,Sales,Travel_Rarely,Sales Executive,3,2,9,8,7,2,7,2,770,73,5569,8740,14,2,3,3,2,3,3,4,Marketing,No,10
29,1,1120,Female,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Research Scientist,1,3,11,7,5,1,7,1,1107,93,26968,2514,22,1,3,4,1,3,4,4,Life Sciences,No,28
28,1,1121,Female,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,10,9,7,1,7,3,950,93,8039,7655,17,3,4,2,2,2,3,3,Medical,No,3
46,1,1124,Male,Married,Y,No,3,80,Sales,Travel_Rarely,Manager,4,3,23,12,9,4,9,3,406,52,15596,17465,12,1,1,3,4,3,3,1,Marketing,No,3
38,1,1125,Male,Single,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,3,3,10,1,0,0,0,2,130,32,20619,7351,16,0,4,2,3,3,3,2,Marketing,No,2
43,1,1126,Female,Married,Y,No,8,80,Research & Development,Travel_Frequently,Manufacturing Director,3,3,18,8,7,0,1,1,1082,83,11535,10820,11,1,3,1,3,3,3,3,Life Sciences,No,27
39,1,1127,Male,Divorced,Y,No,7,80,Research & Development,Travel_Frequently,Healthcare Representative,4,3,21,18,7,11,5,4,203,84,13547,12169,11,3,1,4,4,3,3,3,Life Sciences,Yes,2
40,1,1128,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Director,5,2,21,20,7,4,9,2,1308,44,17544,19626,14,0,3,3,1,4,3,3,Medical,No,14
21,1,1131,Female,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,2,2,2,2,2,6,984,70,25326,2070,11,0,4,2,3,4,3,1,Technical Degree,No,1
39,1,1132,Male,Single,Y,No,9,80,Research & Development,Non-Travel,Laboratory Technician,2,3,9,5,4,0,3,2,439,70,8770,6782,15,0,3,2,3,2,3,3,Life Sciences,No,9
36,1,1133,Male,Single,Y,No,2,80,Research & Development,Non-Travel,Manufacturing Director,2,3,18,11,9,0,9,0,217,78,23238,7779,20,0,1,4,1,3,4,4,Life Sciences,No,18
31,1,1135,Male,Married,Y,No,0,80,Sales,Travel_Frequently,Sales Representative,1,4,3,2,2,2,2,4,793,67,21981,2791,12,1,3,4,1,3,3,3,Life Sciences,No,20
28,1,1136,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,5,3,0,4,2,1451,67,19911,3201,17,0,1,2,1,1,3,1,Life Sciences,No,2
35,1,1137,Male,Divorced,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,5,5,2,0,2,3,1182,54,18500,4968,11,1,4,4,4,3,3,2,Marketing,No,11
49,1,1138,Male,Married,Y,No,6,80,Sales,Travel_Rarely,Sales Executive,4,2,22,9,8,2,3,3,174,56,11879,13120,17,1,4,2,2,3,3,4,Technical Degree,No,8
34,1,1140,Male,Single,Y,No,2,80,Research & Development,Travel_Frequently,Manufacturing Director,2,3,5,3,2,0,2,3,1003,95,15834,4033,11,0,4,3,4,2,3,2,Life Sciences,No,2
29,1,1143,Female,Divorced,Y,No,0,80,Research & Development,Travel_Frequently,Research Scientist,1,3,8,7,5,1,1,2,490,61,17940,3291,14,2,4,2,4,2,3,3,Life Sciences,No,10
42,1,1148,Male,Single,Y,No,4,80,Research & Development,Travel_Rarely,Laboratory Technician,2,1,16,1,0,0,0,3,188,56,9558,4272,19,0,2,4,1,3,3,3,Medical,No,29
29,1,1150,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,10,10,7,1,2,2,718,79,17689,5056,15,1,2,4,3,2,3,1,Medical,No,8
38,1,1152,Male,Married,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,4,7,7,6,5,0,2,433,37,6004,2844,13,1,3,3,4,4,3,3,Human Resources,No,1
28,1,1154,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,2,3,3,1,0,2,2,773,39,22088,2703,14,1,3,3,4,3,3,3,Life Sciences,No,6
18,1,1156,Male,Single,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,1,3,0,0,0,0,0,0,247,80,13556,1904,12,0,3,3,4,3,3,1,Medical,Yes,8
33,1,1157,Female,Single,Y,Yes,0,80,Sales,Travel_Rarely,Sales Executive,2,3,6,5,2,0,3,3,603,77,18385,8224,17,0,1,1,1,3,3,4,Marketing,Yes,9
41,1,1158,Male,Married,Y,Yes,3,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,6,1,0,0,0,4,167,46,9051,4766,11,1,2,4,1,3,3,4,Life Sciences,No,12
31,1,1160,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,3,2,2,2,2,2,5,874,72,6233,2610,12,1,3,3,3,2,3,3,Medical,Yes,15
37,1,1161,Female,Divorced,Y,No,7,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,9,6,2,1,3,2,367,52,17171,5731,13,2,3,4,3,3,3,2,Medical,No,25
27,1,1162,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,4,4,2,2,2,0,199,55,7950,2539,13,1,4,3,3,3,3,3,Life Sciences,No,6
34,1,1163,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,6,5,1,3,3,1400,70,5829,5714,20,0,2,3,1,2,4,1,Life Sciences,No,9
35,1,1164,Male,Single,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,3,6,5,4,1,4,2,528,100,7108,4323,17,0,3,3,2,1,3,4,Technical Degree,No,8
29,1,1165,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,2,11,11,8,3,10,3,408,45,11162,7336,13,1,4,1,1,1,3,1,Life Sciences,Yes,23
40,1,1166,Female,Single,Y,No,9,80,Research & Development,Travel_Frequently,Research Director,3,3,20,18,7,2,13,3,593,88,13782,13499,17,0,2,3,3,2,3,4,Medical,No,9
42,1,1167,Male,Single,Y,Yes,0,80,Sales,Travel_Frequently,Sales Executive,4,3,22,21,9,13,14,2,481,44,2447,13758,12,0,3,1,2,2,3,3,Life Sciences,Yes,12
42,1,1171,Male,Single,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,2,3,9,6,4,1,5,3,647,45,2253,5155,13,0,2,1,4,4,3,4,Marketing,No,4
35,1,1172,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,10,8,0,1,7,2,982,58,16340,2258,12,1,4,3,2,3,3,4,Medical,No,1
24,1,1173,Male,Single,Y,No,8,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,6,4,3,1,2,2,477,49,6409,3597,22,0,4,2,4,3,4,3,Medical,No,24
28,1,1175,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,1,0,0,4,1485,79,22955,2515,11,0,3,4,4,2,3,1,Life Sciences,Yes,12
26,1,1177,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,8,8,7,0,7,2,1384,82,13421,4420,22,1,1,4,2,3,4,4,Medical,No,3
30,1,1179,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,2,10,10,3,1,4,3,852,72,2706,6578,18,1,3,3,1,3,3,3,Marketing,No,10
40,1,1180,Female,Married,Y,Yes,3,80,Research & Development,Travel_Frequently,Research Scientist,2,2,16,1,1,0,0,3,902,92,21203,4422,13,1,3,4,4,1,3,2,Medical,No,26
35,1,1182,Male,Divorced,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,15,7,7,6,4,2,819,44,19588,10274,18,1,3,2,2,4,3,3,Life Sciences,No,2
34,1,1184,Male,Single,Y,No,0,80,Research & Development,Travel_Frequently,Healthcare Representative,2,2,14,13,9,4,9,3,669,97,25755,5343,20,0,4,1,3,3,4,3,Medical,No,1
35,1,1185,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,2,2,2,2,2,2,636,47,26537,2376,13,1,4,4,2,4,3,4,Other,No,4
43,1,1188,Female,Single,Y,No,8,80,Sales,Travel_Rarely,Sales Executive,2,1,7,4,3,1,3,2,1372,85,9489,5346,13,0,1,3,2,2,3,3,Marketing,Yes,9
32,1,1190,Female,Divorced,Y,No,1,80,Sales,Non-Travel,Sales Representative,1,3,1,1,0,0,0,3,862,76,14947,2827,12,3,3,1,3,3,3,1,Life Sciences,No,2
56,1,1191,Female,Divorced,Y,No,4,80,Research & Development,Travel_Rarely,Manager,5,3,28,5,2,4,2,2,718,92,18575,19943,13,1,4,1,4,3,3,4,Technical Degree,No,4
29,1,1192,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,10,10,8,0,8,5,1401,54,26342,3131,13,1,2,4,1,3,3,1,Medical,No,6
19,1,1193,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,1,1,1,0,0,4,645,54,7172,2552,25,0,3,1,3,3,4,2,Life Sciences,No,9
45,1,1195,Female,Married,Y,Yes,4,80,Research & Development,Travel_Rarely,Research Scientist,1,3,7,3,2,0,2,2,1457,83,20100,4477,19,1,1,3,3,2,3,3,Medical,No,7
37,1,1196,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,14,14,8,3,11,2,977,56,9961,6474,13,1,4,4,2,2,3,3,Life Sciences,No,1
20,1,1198,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,2,2,2,1,2,2,805,87,12828,3033,12,0,1,3,1,2,3,3,Life Sciences,No,3
44,1,1200,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,6,4,0,2,4,1097,96,10826,2936,11,0,3,3,3,3,3,4,Life Sciences,Yes,10
53,1,1201,Female,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Manager,5,3,26,7,7,4,7,6,1223,50,18640,18606,18,1,4,3,2,3,3,2,Medical,No,7
29,1,1202,Female,Married,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,1,6,5,4,1,3,2,942,69,26933,2168,18,1,2,4,1,2,3,1,Life Sciences,No,15
22,1,1203,Male,Married,Y,Yes,0,80,Research & Development,Travel_Frequently,Research Scientist,1,2,1,0,0,0,0,5,1256,48,4223,2853,11,1,3,4,2,3,3,4,Life Sciences,Yes,3
46,1,1204,Female,Married,Y,No,8,80,Sales,Travel_Rarely,Manager,4,3,28,26,15,15,9,2,1402,69,24097,17048,23,0,3,1,1,3,4,3,Marketing,No,2
44,1,1206,Male,Single,Y,No,2,80,Research & Development,Non-Travel,Research Scientist,1,1,6,0,0,0,0,3,111,74,4279,2290,13,0,4,3,4,3,3,3,Life Sciences,No,17
33,1,1207,Male,Married,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,3,5,5,4,1,4,2,147,99,8429,3600,13,1,2,3,4,3,3,3,Human Resources,No,2
41,1,1210,Male,Divorced,Y,No,6,80,Research & Development,Non-Travel,Research Scientist,1,2,5,1,0,0,0,2,906,95,20293,2107,17,1,1,1,1,1,3,2,Life Sciences,Yes,5
30,1,1211,Male,Divorced,Y,No,8,80,Sales,Travel_Rarely,Sales Executive,2,3,8,4,3,0,3,3,1329,61,13192,4115,19,3,3,1,3,3,3,4,Life Sciences,No,29
40,1,1212,Male,Married,Y,No,5,80,Sales,Travel_Frequently,Sales Executive,2,3,5,0,0,0,0,2,1184,62,25440,4327,12,3,2,2,4,3,3,4,Medical,No,2
50,1,1215,Female,Married,Y,No,2,80,Research & Development,Travel_Frequently,Manager,4,3,32,2,2,2,2,3,1421,30,9490,17856,22,1,4,1,3,3,4,3,Medical,No,2
28,1,1216,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,6,6,5,3,3,2,1179,78,12449,3196,12,3,4,1,3,3,3,4,Medical,No,19
46,1,1217,Male,Married,Y,No,5,80,Research & Development,Travel_Rarely,Research Director,5,3,25,4,2,0,3,2,1450,52,10849,19081,11,1,4,2,1,3,3,2,Life Sciences,No,15
35,1,1218,Male,Married,Y,Yes,3,80,Sales,Travel_Rarely,Sales Executive,2,3,15,7,7,1,7,2,1361,94,21026,8966,15,3,3,1,4,3,3,4,Life Sciences,No,17
24,1,1219,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,0,0,0,3,984,97,3372,2210,13,1,4,2,1,1,3,2,Life Sciences,Yes,17
33,1,1220,Female,Married,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,10,10,7,0,1,3,1146,82,4905,4539,12,1,2,3,1,2,3,3,Medical,No,25
36,1,1221,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,7,7,7,1,7,4,917,60,6865,2741,14,1,3,3,3,3,3,4,Life Sciences,No,6
